x,y,z,qx,qy,qz,qw
-1.355985376,1.660603149898286e-16,0,0,0,1,6.123233995736766e-17
-1.359977742,1.6654923891824818e-16,0,0,0,1,6.123233995736766e-17
-1.363980409,1.670394241940215e-16,0,0,0,1,6.123233995736766e-17
-1.368037912,1.6753632497653923e-16,0,0,0,1,6.123233995736766e-17
-1.371994039,1.6802081083093642e-16,0,0,0,1,6.123233995736766e-17
-1.375985261,1.6850959460965003e-16,0,0,0,1,6.123233995736766e-17
-1.379985448,1.6899947622772708e-16,0,0,0,1,6.123233995736766e-17
-1.383983347,1.6948907754639218e-16,0,0,0,1,6.123233995736766e-17
-1.387989256,1.6997965991299908e-16,0,0,0,1,6.123233995736766e-17
-1.391986105,1.7046913276110038e-16,0,0,0,1,6.123233995736766e-17
-1.395984861,1.7095883919204497e-16,0,0,0,1,6.123233995736766e-17
-1.399981043,1.7144823028615111e-16,0,0,0,1,6.123233995736766e-17
-1.403984091,1.7193846227849308e-16,0,0,0,1,6.123233995736766e-17
-1.407965776,1.7242607814299028e-16,0,0,0,1,6.123233995736766e-17
-1.411986467,1.7291847077663264e-16,0,0,0,1,6.123233995736766e-17
-1.415985605,1.7340822392414587e-16,0,0,0,1,6.123233995736766e-17
-1.41998398,1.738978836385218e-16,0,0,0,1,6.123233995736766e-17
-1.423973295,1.7438643383439213e-16,0,0,0,1,6.123233995736766e-17
-1.428062842,1.7488725880867702e-16,0,0,0,1,6.123233995736766e-17
-1.431974242,1.753662671453992e-16,0,0,0,1,6.123233995736766e-17
-1.435977671,1.7585654585430983e-16,0,0,0,1,6.123233995736766e-17
-1.439981196,1.7634683624236262e-16,0,0,0,1,6.123233995736766e-17
-1.443979857,1.7683653099416503e-16,0,0,0,1,6.123233995736766e-17
-1.447999976,1.7732885355295438e-16,0,0,0,1,6.123233995736766e-17
-1.451993678,1.7781794098936425e-16,0,0,0,1,6.123233995736766e-17
-1.455998538,1.7830839488540735e-16,0,0,0,1,6.123233995736766e-17
-1.459982894,1.7879633776588513e-16,0,0,0,1,6.123233995736766e-17
-1.463992141,1.7928732890246777e-16,0,0,0,1,6.123233995736766e-17
-1.467985652,1.7977639298059333e-16,0,0,0,1,6.123233995736766e-17
-1.471984504,1.8026611109068008e-16,0,0,0,1,6.123233995736766e-17
-1.47598574,1.8075612117932093e-16,0,0,0,1,6.123233995736766e-17
-1.479975627,1.8124474145004425e-16,0,0,0,1,6.123233995736766e-17
