x,y,z,qx,qy,qz,qw
-7.527969552,1.3816524257640207e-05,0,0,0,0.9999985022675023,0.001730741
-7.531982003,3.1196172923128674e-05,0,0,0,0.9999966182836483,0.002600658
-7.535971817,5.540003743149904e-05,0,0,0,0.9999939945371277,0.003465673
-7.539971023,8.658818647400656e-05,0,0,0,0.9999906136702754,0.004332733
-7.543969121,0.000124701,0,0,0,0.999986482,0.005199561
-7.547972963,0.000169815,0,0,0,0.9999815916576293,0.006067647
-7.551969283,0.000221777,0,0,0,0.9999759587263627,0.006934116
-7.555964172,0.000280644,0,0,0,0.9999695772710755,0.007800291
-7.560226609,0.000351088,0,0,0,0.9999619408776833,0.008724494
-7.563968394,0.000419422,0,0,0,0.9999545329839525,0.009535825
-7.567970073,0.000499225,0,0,0,0.9999458818110458,0.010403530608880145
-7.5722195,0.000591575,0,0,0,0.9999358703344272,0.011324982054358784
-7.575959067,0.000679327,0,0,0,0.999926357,0.012135898534862346
-7.579968,0.00078014,0,0,0,0.9999154281211527,0.013005252988381146
-7.583976275,0.000887911,0,0,0,0.9999037445722171,0.013874494241536056
-7.588167096,0.001008047,0,0,0,0.9998907202148213,0.014783356462112459
-7.591962968,0.001123444,0,0,0,0.9998782096346109,0.015606598
-7.595956807,0.001251613,0,0,0,0.9998643140895499,0.016472808207280486
-7.599983967,0.001387867,0,0,0,0.9998495419143794,0.017346283
-7.603949854,0.001532487,0,0,0,0.9998175471824462,0.019101632
-7.607946843,0.001692353,0,0,0,0.9997821784982677,0.020870926123632717
-7.611945242,0.001866455,0,0,0,0.9997436587844744,0.022641040617259918
-7.615945095,0.002054816,0,0,0,0.9997019824270076,0.024412012033239554
-7.619938827,0.002257064,0,0,0,0.9996572318901993,0.026180502852779893
-7.623933056,0.002473509,0,0,0,0.9996093375345275,0.02794946
-7.627925828,0.00270405,0,0,0,0.9995583216756031,0.029718034407602664
-7.631928038,0.002949367,0,0,0,0.9995040332628864,0.03149107
-7.635917649,0.003208101,0,0,0,0.999446772,0.03325882
-7.639926678,0.003482374,0,0,0,0.9993860687937333,0.035035489164667734
-7.643910739,0.003769132,0,0,0,0.9993225981989953,0.036801423
-7.647891955,0.004069829,0,0,0,0.9992560380843006,0.038566441
-7.65187503,0.004384826,0,0,0,0.9991863078229064,0.040332645080978745
-7.655852026,0.004713485,0,0,0,0.9991135481202424,0.042096531
-7.659833157,0.005056651,0,0,0,0.9990375709629163,0.043862647
-7.663837077,0.005416091,0,0,0,0.9989579847796325,0.045639288
-7.667800578,0.005786048,0,0,0,0.9988760631416204,0.047398422787025274
-7.671781069,0.00617177,0,0,0,0.9987906434212388,0.049165542956299414
-7.675761498,0.00657171,0,0,0,0.9987020673921639,0.050933099126379375
-7.679745797,0.006986299,0,0,0,0.9986102388135569,0.052702855
-7.683713733,0.00741501,0,0,0,0.9984934148916994,0.054871672271879314
-7.687696161,0.007862834,0,0,0,0.9983713684742915,0.057049194654880404
-7.691669305,0.008327155,0,0,0,0.9982448099829311,0.059222456
-7.695637645,0.008808432,0,0,0,0.9981136131309772,0.061393935226745605
-7.699613314,0.00930818,0,0,0,0.9979773627572889,0.063570303
-7.703573434,0.009823498,0,0,0,0.9978368479589786,0.065739066
-7.707539214,0.010357109485990855,0,0,0,0.997691324,0.067911869
-7.711500461,0.010907681604946822,0,0,0,0.9975411524799629,0.070083159
-7.715456159,0.011475037986052901,0,0,0,0.9973863792657874,0.072252408
-7.719428686,0.012062496426458008,0,0,0,0.9972260969536444,0.074431926
-7.723379192,0.012664311249167044,0,0,0,0.9970618709241258,0.076600428
-7.727344373,0.013286058730566203,0,0,0,0.9968921771647415,0.078778088
-7.731273859,0.013919736,0,0,0,0.9967191976232124,0.080937266
-7.735225768,0.014574664,0,0,0,0.9965403856053521,0.083109926
-7.739164165,0.015244985032239998,0,0,0,0.9963573377409912,0.085276348
-7.743096698,0.015931909660492162,0,0,0,0.9961697208904013,0.087440764
-7.747050795,0.016640375,0,0,0,0.9959761837033662,0.08961831
-7.750971377,0.017360473,0,0,0,0.9957794300360967,0.091778683
-7.754900603,0.018099822763240056,0,0,0,0.9955773759825794,0.093945135
-7.758849975,0.018860826,0,0,0,0.9953693614026606,0.096124057
-7.763248239,0.019729459,0,0,0,0.9951318739161898,0.098552288
-7.766675557,0.020421812444463155,0,0,0,0.9949425411617868,0.10044570566493218
-7.770592805,0.021229784045271594,0,0,0,0.9947215457195459,0.10261114209147751
-7.774507805,0.022055079,0,0,0,0.9944957612019535,0.10477681495133903
-7.778423088,0.022898267817035835,0,0,0,0.9942650285486576,0.10694415834975317
-7.782349181,0.023761742881947278,0,0,0,0.9940286890867847,0.1091190417498636
-7.786231373,0.024633296,0,0,0,0.9937900814900561,0.11127117296041976
-7.790129359,0.025526189567943888,0,0,0,0.9935455722665194,0.11343366268262028
-7.794018967,0.026434989,0,0,0,0.9932966454340661,0.1155931406677363
-7.797910614,0.02736214,0,0,0,0.993042628,0.11775542246725303
-7.801803281,0.028307476493313805,0,0,0,0.9927835606994896,0.11991998000684777
-7.805686238,0.029268389,0,0,0,0.9925201557086207,0.12208087693056265
-7.809562941,0.030245681,0,0,0,0.9922521891638232,0.12424006237764232
-7.813436093,0.031240024553371746,0,0,0,0.9919794729276544,0.1263990715558184
-7.817306818,0.032251726,0,0,0,0.9917019188641794,0.12855856300186572
-7.821170889,0.03327968,0,0,0,0.991419827,0.13071621011218412
-7.825449944,0.034439082,0,0,0,0.9911015657350112,0.1331077999127372
-7.82888497,0.035385861282769514,0,0,0,0.9908415950554904,0.1350293801655458
-7.832752179,0.036468943,0,0,0,0.9905441140880872,0.1371945991846852
-7.836599493,0.037564575491098415,0,0,0,0.9902430949850933,0.1393506829346143
-7.840438155,0.038675827,0,0,0,0.9899376912659141,0.14150394839407035
-7.844280541,0.039806313,0,0,0,0.9896269044619703,0.14366137255719866
-7.848102257,0.040948806,0,0,0,0.9893127175227223,0.1458092827902473
-7.851941958,0.042114914368383334,0,0,0,0.9889919335357485,0.14796944076809102
-7.855748388,0.043289035,0,0,0,0.9886688403667896,0.15011303770088552
-7.859562333,0.044483637,0,0,0,0.9883400026359404,0.15226305917585325
-7.863378311,0.045697146258897765,0,0,0,0.9880058482105358,0.1544164625348596
-7.867179986,0.046924355610188435,0,0,0,0.9876678063921144,0.15656405786957905
-7.87098299,0.048170295015253946,0,0,0,0.9873244868710305,0.1587147051311134
-7.874781165,0.049432999,0,0,0,0.9869764258777581,0.16086495815299925
-7.878571996,0.050711625,0,0,0,0.9866238511517295,0.16301342379856323
-7.882357224,0.052006745,0,0,0,0.9862665996179355,0.16516111672568398
-7.886789036,0.053546552231791895,0,0,0,0.9858416842011235,0.16767878127983965
-7.889917593,0.054648856,0,0,0,0.9855373869311133,0.16945813335745533
-7.893676055,0.055989923971146424,0,0,0,0.985167051,0.1715980257661147
-7.897444698,0.057353145550052685,0,0,0,0.9847904538250091,0.17374625767230956
-7.901212547,0.058734708,0,0,0,0.984408643,0.17589662638102602
-7.904963964,0.06012884,0,0,0,0.9840232089905153,0.17804023188034926
-7.908694202,0.061533586,0,0,0,0.9836346873180899,0.1801743652816444
-7.912436295,0.062961409,0,0,0,0.983239626,0.18231795896796243
-7.916154263,0.064398581,0,0,0,0.9828418171608668,0.1844504335585177
-7.919898701,0.065864772,0,0,0,0.9824358100861914,0.18660085492914777
-7.923613125,0.067337933,0,0,0,0.9820277036545616,0.18873682538113346
-7.927311116,0.068823198,0,0,0,0.981616073,0.19086614643490046
-7.931046673,0.070342513,0,0,0,0.9811948262080266,0.19301998088954583
-7.93520806,0.072057585,0,0,0,0.9807190863352863,0.19542280751662872
-7.938402095,0.073390193,0,0,0,0.9803492780176623,0.1972695949462265
-7.942102137,0.074951623,0,0,0,0.9799157925264389,0.19941173375025134
-7.945783928,0.076524316,0,0,0,0.9794789861568587,0.20154631149473354
-7.949453147,0.078110565,0,0,0,0.9790382170913681,0.20367662967202532
-7.953105827,0.079708539,0,0,0,0.97859399,0.20580039715686932
-7.956777414,0.081333869,0,0,0,0.97814195,0.2079382731781047
-7.960448297,0.082978129,0,0,0,0.9776844332714235,0.21007891121846423
-7.96406092,0.084615186,0,0,0,0.9772287075737125,0.21218872046791626
-7.967705762,0.086285951,0,0,0,0.9767633793109355,0.21432055626346622
-7.971333944,0.087968253,0,0,0,0.9762946136664679,0.21644589930475083
-7.974944935,0.089661694,0,0,0,0.9758225166606016,0.21856444353592816
-7.978565241,0.091378759,0,0,0,0.9753436004458063,0.22069177843637816
-7.982179226,0.093112177,0,0,0,0.9748598846558065,0.2228187722990764
-7.985769842,0.094853652,0,0,0,0.9743736784868632,0.2249354011088052
-7.989352519,0.096610539,0,0,0,0.9738829238065955,0.22705076682961675
-7.993296546,0.098567022,0,0,0,0.9733361239800823,0.2293834993094097
-7.996523853,0.10018554242616884,0,0,0,0.9728835461295725,0.2312954942716091
-8.000091429,0.10199323964912693,0,0,0,0.9723778207942588,0.2334124538824101
-8.00384415,0.10391588539842696,0,0,0,0.9718396484045899,0.2356431577382271
-8.007194261,0.10565069079577555,0,0,0,0.9713537989614832,0.2376379541300054
-8.010740647,0.10750620564688348,0,0,0,0.9708338745329291,0.23975318154172823
-8.014273779,0.10937442172822538,0,0,0,0.9703101096971216,0.24186419954089924
-8.017803203,0.11126038118288799,0,0,0,0.9697810834867561,0.24397674092268176
-8.02132505,0.11316205923455161,0,0,0,0.969247356,0.2460885276272801
-8.024855554,0.11508837123257357,0,0,0,0.9687064143472228,0.24820935277008915
-8.0283529,0.11701643673793868,0,0,0,0.9681646779073374,0.25031411556798316
-8.031828352,0.11895213919385295,0,0,0,0.967620491,0.2524095604606067
-8.035315977,0.1209145143099002,0,0,0,0.9670684921373793,0.2545162696472182
-8.038797009,0.12289319703087516,0,0,0,0.9665115873130976,0.2566229755682769
-8.042265502,0.12488479135351012,0,0,0,0.9659507242638486,0.2587261067116076
-8.045745478,0.12690323288766023,0,0,0,0.9653819681683676,0.2608402874085383
-8.049204585,0.12892982802910183,0,0,0,0.9648105772347452,0.2629459070910932
-8.052640717,0.13096311355784693,0,0,0,0.9642369596960529,0.26504166758476355
-8.056068225,0.13301145949900206,0,0,0,0.9636587481613688,0.26713632679226457
-8.05950376,0.1350849689044669,0,0,0,0.9630730798586565,0.26924012117729007
-8.063000387,0.13721645509736322,0,0,0,0.9624706643881322,0.27138574058389187
-8.066332493,0.1392676225737814,0,0,0,0.961890593,0.27343461236201466
-8.069715612,0.14137029207915167,0,0,0,0.9612955933364136,0.2755191140955424
-8.073106442,0.14349824080076592,0,0,0,0.960693065,0.27761274186066165
-8.076475016,0.14563269750430624,0,0,0,0.9600883144964191,0.27969702960064696
-8.079852826,0.14779366765113552,0,0,0,0.959475663,0.28179150304409184
-8.083214772,0.14996520604183808,0,0,0,0.9588596219685046,0.2838806533711244
-8.086546486,0.15213778002884404,0,0,0,0.9582428903407262,0.28595552645726413
-8.089894933,0.15434206603590214,0,0,0,0.9576167506464358,0.2880454111444269
-8.093228972,0.15655776392283505,0,0,0,0.9569869564852718,0.29013094477676216
-8.096554116,0.15878850052148644,0,0,0,0.9563524687170509,0.29221559776781614
-8.099867141,0.16103209793572928,0,0,0,0.9557138980717605,0.2942973751708982
-8.10360281,0.16358727741279588,0,0,0,0.9549861251652907,0.29665046897280267
-8.106449849,0.16555285437814365,0,0,0,0.954425907,0.2984479661938955
-8.109765358,0.16786189950377792,0,0,0,0.9537673745122385,0.30054582897793064
-8.113023319,0.17015205341900924,0,0,0,0.9531137805581293,0.30261216318943623
-8.11652214,0.17263512866059358,0,0,0,0.9524046214022873,0.3048367384872857
-8.119544224,0.17479973303683216,0,0,0,0.9517859855355669,0.30676283630532825
-8.122778736,0.17713708207369724,0,0,0,0.9511175280601021,0.308829156
-8.126006141,0.17949071254209442,0,0,0,0.9504439392079284,0.3108959929348008
-8.129224664,0.18185937287980938,0,0,0,0.9497655666305695,0.3129622476320638
-8.132421694,0.18423368394047496,0,0,0,0.9490850891010068,0.3150198305601318
-8.135634232,0.18664127419032198,0,0,0,0.9483945751973413,0.3170926201226617
-8.138815563,0.1890471868988838,0,0,0,0.9477040398295996,0.31915051760988367
-8.14199255,0.19147158764753638,0,0,0,0.9470076887585923,0.32121089245557827
-8.145163337,0.19391316867967415,0,0,0,0.9463058851842627,0.3232725965274956
-8.148331428,0.1963747574488951,0,0,0,0.9455978033385106,0.3253379693816623
-8.151473979,0.19883853312416436,0,0,0,0.9448885610935555,0.3273921305018652
-8.15490941,0.20155729805660033,0,0,0,0.9441052972207807,0.3296440318884316
-8.157744742,0.20382131977807388,0,0,0,0.9434525465875555,0.33150760524829054
-8.160863367,0.2063328356296898,0,0,0,0.9427279109903565,0.33356271650134783
-8.164088556,0.2089538676778853,0,0,0,0.9419710827753176,0.3356940261832131
-8.167205657,0.21151020309936683,0,0,0,0.9412323496344666,0.33775977262187606
-8.170141489,0.2139389083709669,0,0,0,0.9405299617184076,0.3397107462385766
-8.17320618,0.21649620848243908,0,0,0,0.9397898164531486,0.34175298227075823
-8.176268325,0.2190740648620142,0,0,0,0.9390431312721671,0.3437993566174369
-8.179316816,0.22166319505732593,0,0,0,0.9382925824816112,0.34584249255981947
-8.182357043,0.22426818435285414,0,0,0,0.93753683,0.3478860336368311
-8.185380201,0.2268814576928977,0,0,0,0.9367780615472228,0.3499240823433388
-8.18838357,0.22950050353934173,0,0,0,0.9360169999165856,0.3519547923628184
-8.191386414,0.2321421493559155,0,0,0,0.9352487436648232,0.3539912251361181
-8.194378514,0.23479753968629358,0,0,0,0.9344758536262795,0.3560265144472197
-8.197360371,0.23746714456897094,0,0,0,0.9336981813116716,0.35806103699687397
-8.200339682,0.24015797929324595,0,0,0,0.932913669,0.3601001068391404
-8.203286593,0.2428429423917652,0,0,0,0.9321302096408117,0.36212328325444143
-8.206241868,0.24555916788895718,0,0,0,0.9313369578554497,0.3641585793751897
-8.209182735,0.24828593874791527,0,0,0,0.9305399462206896,0.36619039922913893
-8.212116398,0.25102996103220415,0,0,0,0.9297372024121393,0.3682237559566855
-8.214999063,0.25374985092070995,0,0,0,0.9289408337946198,0.37022820976926746
-8.217913193,0.2565234683893771,0,0,0,0.9281280303467231,0.3722611439362322
-8.220800666,0.25929585131187005,0,0,0,0.9273148767234481,0.3742821387768541
-8.223669743,0.2620746704987859,0,0,0,0.9264991191505553,0.3762969335687513
-8.226537944,0.264876957,0,0,0,0.9256757443113579,0.3783178774438416
-8.229379993,0.2676779820924484,0,0,0,0.924852008,0.38032717977356123
-8.232209984,0.2704914586803842,0,0,0,0.92402387,0.3823347844556463
-8.235033508,0.27332302069664666,0,0,0,0.9231896590536267,0.3843447065024421
-8.237850032,0.2761722823008409,0,0,0,0.9223494718753876,0.38635663800586323
-8.24063912,0.27901844016468325,0,0,0,0.9215094351347701,0.38835597196077315
-8.243432745,0.2818941480401084,0,0,0,0.9206598983267438,0.3903656639780063
-8.246209504,0.28477754474229855,0,0,0,0.9198073023143117,0.39237039466461826
-8.2493128,0.2880299910796654,0,0,0,0.9188446319579033,0.3946194905502579
-8.251781248,0.2906399826251967,0,0,0,0.9180713875624781,0.3964150947417444
-8.254445158,0.2934797294104344,0,0,0,0.9172293346875179,0.3983595707256113
-8.257487708,0.296752835,0,0,0,0.91625782,0.40058907434395696
-8.259882521,0.29935172616161604,0,0,0,0.9154856905731519,0.4023505316956836
-8.262588196,0.30231227160470286,0,0,0,0.9146053189692094,0.4043477593770377
-8.265275428,0.3052785096820588,0,0,0,0.913722404,0.4063389824548818
-8.267954989,0.30826232699071393,0,0,0,0.912833395,0.40833220986764696
-8.270594427,0.31122726585130084,0,0,0,0.9119491516980974,0.41030323508000827
-8.273248097,0.3142343871036601,0,0,0,0.9110514519373729,0.41229267750325693
-8.275880222,0.31724342653711834,0,0,0,0.9101522932878101,0.41427382613790625
-8.278505898,0.3202716148430147,0,0,0,0.909246515,0.416258063
-8.281102837,0.323293114,0,0,0,0.908341837,0.4182285340786293
-8.283705403,0.32634795473569606,0,0,0,0.9074262594783835,0.42021135587828834
-8.286292023,0.32941106883895693,0,0,0,0.9065072737067761,0.4221901973242725
-8.28885298,0.33247071472643486,0,0,0,0.9055883974606684,0.4241575820194877
-8.291401841,0.3355429239681649,0,0,0,0.9046648091072996,0.42612390588049975
-8.293945727,0.33863643567083773,0,0,0,0.9037338629454211,0.4280947383065422
-8.296471416,0.34173523120957583,0,0,0,0.9028003642621447,0.4300598822119297
-8.299120028,0.34501466476982867,0,0,0,0.9018113967270106,0.43212984707524915
-8.301495362,0.3479821256738214,0,0,0,0.9009155740924277,0.43399438747259317
-8.303981438,0.35111510437312476,0,0,0,0.899968817,0.4359542734253163
-8.306449502,0.35425331896011436,0,0,0,0.8990194780407361,0.43790864127505225
-8.309172759,0.35774887940472117,0,0,0,0.8979608571168706,0.44007533342137584
-8.311357566,0.3605786330020236,0,0,0,0.8971029590092188,0.4418215487466675
-8.313786171,0.36375108650466964,0,0,0,0.8961401878597602,0.44377107127738014
-8.3162109,0.36694723678330676,0,0,0,0.895169178,0.44572653331912765
-8.318626279,0.370160129,0,0,0,0.8941920194205673,0.4476836298152613
-8.321009967,0.37335981072195157,0,0,0,0.8932178160463541,0.44962421320184887
-8.323369912,0.37655644278687495,0,0,0,0.8922434790500906,0.4515546191687008
-8.325748571,0.379807964,0,0,0,0.8912513189643835,0.453509742
-8.32809727,0.38304815256897734,0,0,0,0.8902615170562648,0.45544970221603837
-8.330786091,0.38679439084966744,0,0,0,0.8891157552522508,0.45768239398322885
-8.332733473,0.3895326078595732,0,0,0,0.8882773550903323,0.4593074574113985
-8.335033063,0.3927936054211323,0,0,0,0.8872778539931606,0.4612353085067225
-8.337320756,0.3960678478954176,0,0,0,0.8862731592378744,0.46316291649323277
-8.339598413,0.39935813042906243,0,0,0,0.8852623939907444,0.46509191971671154
-8.341859566,0.40265515153713594,0,0,0,0.8842483997381371,0.46701688145134945
-8.344110679,0.4059683795054893,0,0,0,0.8832282483706179,0.4689433454908708
-8.346342921,0.40928481417235935,0,0,0,0.8822059282735174,0.47086378085287206
-8.348565667,0.4126183996989787,0,0,0,0.881177126,0.4727862864311018
-8.350768983,0.41595423553854466,0,0,0,0.8801464254317689,0.47470229597051633
-8.352966141,0.4193124938546341,0,0,0,0.8791075761753864,0.47662340428375655
-8.355139512,0.42266621185242637,0,0,0,0.8780689048513598,0.4785342185603174
-8.357300123,0.42603224494348246,0,0,0,0.8770251825578912,0.4804444079800467
-8.359448508,0.4294115206498564,0,0,0,0.8759761031233412,0.48235450319950945
-8.361578801,0.4327947942288562,0,0,0,0.8749245224366612,0.484259311
-8.363692038,0.43618357846723976,0,0,0,0.8738699604173018,0.4861597394686889
-8.365793122,0.4395857415354508,0,0,0,0.8728099532989366,0.48806022724896153
-8.367879031,0.4429964464806857,0,0,0,0.8717459910179022,0.4899580871301296
-8.369949292,0.4464148890399977,0,0,0,0.8706783104237865,0.49185290459402636
-8.37232145,0.45037358037889785,0,0,0,0.8694402558695492,0.49403809718835734
-8.374058787,0.4533017823487901,0,0,0,0.8685233445506424,0.49564826234999165
-8.3760949,0.4567653653543552,0,0,0,0.8674375375250716,0.4975460968517791
-8.378101845,0.4602136383098177,0,0,0,0.8663551782479036,0.49942837837175724
-8.380107932,0.46369524909430476,0,0,0,0.8652609811190096,0.5013216876946068
-8.382077167,0.46714753009657894,0,0,0,0.8641746337372681,0.5031920134551606
-8.384039157,0.47062201608886084,0,0,0,0.8630799184040406,0.5050673761466629
-8.385992065,0.47411582520931056,0,0,0,0.8619777129711016,0.5069461730214652
-8.387930469,0.4776194457225013,0,0,0,0.8608709951564788,0.5088232794382483
-8.389850438,0.48112570221870804,0,0,0,0.8597620184764337,0.5106948908940919
-8.391753549,0.4846373411830282,0,0,0,0.8586499038208381,0.512562526
-8.393645326,0.488164625,0,0,0,0.8575313826641888,0.5144316550777611
-8.395525147,0.49170661031681223,0,0,0,0.8564067294602258,0.5163017661554525
-8.397384104,0.4952464539041117,0,0,0,0.8552812788360025,0.518164003
-8.399216823,0.4987734279625397,0,0,0,0.8541584450930211,0.5200128370302723
-8.401054718,0.5023482898182771,0,0,0,0.8530188577482223,0.5218800899880337
-8.402876052,0.5059293712585571,0,0,0,0.8518757592869484,0.5237439171382186
-8.404670612,0.5094962085465609,0,0,0,0.850735681,0.5255937607451762
-8.406443182,0.5130577342236035,0,0,0,0.849595774,0.5274343762918182
-8.408222497,0.516672212,0,0,0,0.8484373527616554,0.5292958137363211
-8.409970818,0.5202632130530361,0,0,0,0.8472848876742689,0.5311387004529058
-8.411696882,0.5238479317498521,0,0,0,0.8461328731554735,0.5329720076755096
-8.413415038,0.5274562094472072,0,0,0,0.8449717013782708,0.5348110169675924
-8.415117482,0.5310719266890298,0,0,0,0.8438065326524921,0.5366474964564532
-8.416811634,0.5347111124876905,0,0,0,0.8426321742771198,0.5384895717402647
-8.418484751,0.538346479,0,0,0,0.8414574120945438,0.5403234435328094
-8.420138598,0.5419815385482251,0,0,0,0.8402811067328081,0.5421509583758818
-8.421782039,0.5456358543814585,0,0,0,0.8390969079833174,0.543981966
-8.423406174,0.5492897136981847,0,0,0,0.8379111838872475,0.5458066030350598
-8.425010041,0.552940644,0,0,0,0.8367247321610463,0.547623705
-8.426603261,0.5566105838213941,0,0,0,0.8355304046507037,0.5494442127315851
-8.428178652,0.560283129,0,0,0,0.8343335180812183,0.5512599936565481
-8.429748235,0.5639866599168768,0,0,0,0.8331247916332403,0.5530850581656224
-8.431448646,0.5680506659422847,0,0,0,0.831796395,0.5550808559559387
-8.432819253,0.5713668806036558,0,0,0,0.8307108547753855,0.5567041186827598
-8.434333954,0.5750750703675034,0,0,0,0.8294953213452081,0.5585136630973409
-8.435827967,0.5787785866510946,0,0,0,0.8282795393965353,0.5603150940471471
-8.437312116,0.5825043456871053,0,0,0,0.8270546522999873,0.5621215189876181
-8.438771691,0.5862153183515076,0,0,0,0.8258328204298143,0.5639150225884554
-8.440223555,0.5899543899957147,0,0,0,0.8245999059816397,0.565716356
-8.441655587,0.5936905845830458,0,0,0,0.8233660961659715,0.5675105916935896
-8.443066603,0.5974203930216835,0,0,0,0.8221325483740133,0.5692961205770252
-8.444463075,0.6011607614657599,0,0,0,0.8208936465886462,0.5710810984355854
-8.445896951,0.6050538655433652,0,0,0,0.8196021660386871,0.572933058
-8.447218137,0.6086898461060335,0,0,0,0.8183941418892344,0.5746573139892883
-8.448562815,0.6124403327098417,0,0,0,0.8171462029420928,0.5764304667670854
-8.449895514,0.6162088525180697,0,0,0,0.8158903410545306,0.5782066683928176
-8.451217328,0.619999085,0,0,0,0.81462529,0.5799876173094944
-8.452517701,0.6237807973639821,0,0,0,0.8133611228216231,0.5817591287486159
-8.453801815,0.6275687662126332,0,0,0,0.8120928908612913,0.5835281797930162
-8.455066033,0.6313520609869034,0,0,0,0.8108242438025547,0.5852897108800184
-8.456314792,0.6351438,0,0,0,0.8095507703308579,0.5870498703319119
-8.457550279,0.6389509146715617,0,0,0,0.8082701143521104,0.5888118733901571
-8.458770583,0.6427678295407514,0,0,0,0.8069841214633032,0.5905731349342778
-8.459972435,0.646584296,0,0,0,0.8056962274443475,0.5923289534388355
-8.461158441,0.6504085123166531,0,0,0,0.8044036498404362,0.594083132
-8.46233341,0.65425648,0,0,0,0.8031009445099097,0.5958429935203493
-8.463478709,0.658066603,0,0,0,0.8018089659996447,0.5975804398092199
-8.464614078,0.6619040686752392,0,0,0,0.800505608,0.5993252635548505
-8.465735474,0.6657559723227124,0,0,0,0.7991952087823447,0.6010715583517028
-8.466832038,0.6695845722304605,0,0,0,0.7978906047561605,0.6028022750801862
-8.467916899,0.6734354327979271,0,0,0,0.7965762600586809,0.6045380566274755
-8.468985132,0.6772915326442928,0,0,0,0.7952579504468862,0.6062712200418373
-8.470037207,0.6811546420355821,0,0,0,0.7939350494469742,0.60800258
-8.471184011,0.6854432104829074,0,0,0,0.7924638656818523,0.6099188647587277
-8.472086065,0.6888762517526157,0,0,0,0.7912841973813105,0.6114485415589895
-8.473088312,0.6927554436751695,0,0,0,0.789949102,0.61317242
-8.474076262,0.6966494206701004,0,0,0,0.7886066448159919,0.6148980076013129
-8.475041623,0.700525181,0,0,0,0.7872681947926848,0.616610728
-8.475987365,0.7043937005490324,0,0,0,0.7859299721927899,0.6183155171989786
-8.476922568,0.7082925413817539,0,0,0,0.784578951,0.6200289261366573
-8.477836809,0.712178522,0,0,0,0.7832300677039642,0.6217319848973862
-8.478738235,0.7160862893606388,0,0,0,0.7818712749765152,0.6234399
-8.479620053,0.7199866001799342,0,0,0,0.7805127162410725,0.6251399041702448
-8.480482702,0.723880744,0,0,0,0.7791539422349766,0.6268326206410246
-8.48133018,0.7277867090592748,0,0,0,0.7777886592283654,0.6285258957081574
-8.482160147,0.7316938968976624,0,0,0,0.7764205467775271,0.6302151494066814
-8.482978191,0.735629317,0,0,0,0.7750401073714386,0.6319120444853611
-8.483774611,0.7395464007082524,0,0,0,0.7736636541757326,0.6335965200405165
-8.484552271,0.7434582093139652,0,0,0,0.772286606,0.6352742697794946
-8.485392882,0.7477901450774183,0,0,0,0.7707587929273678,0.6371270541463036
-8.486067016,0.75134726,0,0,0,0.7695019800144962,0.6386444259161508
-8.486789153,0.7552455502604009,0,0,0,0.7681222601149953,0.640303204
-8.487501416,0.7591858816820375,0,0,0,0.766725137,0.6419755163325871
-8.488196272,0.7631279645183822,0,0,0,0.765324842,0.6436442237475366
-8.488873754,0.7670719089644539,0,0,0,0.7639213159322376,0.6453094010351611
-8.489533136,0.7710132152410516,0,0,0,0.762516148,0.6469691829178605
-8.490175385,0.7749574463214149,0,0,0,0.7611073406980069,0.6486259445440092
-8.490802373,0.7789060642239256,0,0,0,0.7599589133410075,0.6499711147686142
-8.491416416,0.782863568,0,0,0,0.7588061575568271,0.6513165246282668
-8.492016348,0.7868226572527488,0,0,0,0.7576511851133635,0.6526596982320234
-8.492602373,0.7907846962531263,0,0,0,0.7564935867733285,0.6540011109859253
-8.493174731,0.794751431,0,0,0,0.755332839,0.6553413628386167
-8.493730185,0.7986997661509434,0,0,0,0.754175702,0.6566726817933891
-8.4942725,0.8026558960273513,0,0,0,0.7530144963124157,0.6580039273008627
-8.494801594,0.8066196848557471,0,0,0,0.7518492442461381,0.6593350543741103
-8.495350541,0.8108500953525203,0,0,0,0.7506036166920762,0.6607527605759772
-8.49582,0.8145713033967625,0,0,0,0.7495062104011043,0.6619973116034351
-8.496304956,0.8185242083536051,0,0,0,0.748338713,0.6633167955234837
-8.496779348,0.8225074971347511,0,0,0,0.7471603954870714,0.6646437718173572
-8.497237476,0.8264737774638236,0,0,0,0.7459852604328656,0.6659624548102616
-8.497684325,0.8304664875505906,0,0,0,0.7448004220512023,0.6672872929348729
-8.498115281,0.8344448292518482,0,0,0,0.7436179698208989,0.6686047524206246
-8.49853041,0.8384077857100102,0,0,0,0.7424382180967855,0.6699145410492819
-8.498933688,0.8423935335398492,0,0,0,0.7412497876134534,0.6712292844945088
-8.499322353,0.8463756543251296,0,0,0,0.7400605327647912,0.672540265
-8.49969677,0.8503575116598715,0,0,0,0.7388694426104266,0.6738486082025824
-8.500055982,0.8543281296939015,0,0,0,0.7376797994111813,0.6751507339407099
-8.500401939,0.8583088273430967,0,0,0,0.7364852072930054,0.6764536491427767
-8.500734579,0.8623000382576642,0,0,0,0.735285512,0.6777574907836307
-8.501052623,0.8662866030574089,0,0,0,0.7340852554115092,0.6790573155392845
-8.501356303,0.8702708445236106,0,0,0,0.7328837346816796,0.6803539016122665
-8.501648679,0.8742954229296637,0,0,0,0.7316680464522203,0.6816611106706848
-8.501925002,0.8782959944805582,0,0,0,0.7304576046976644,0.6829580424443003
